Effective date ,S&P GSCI Agriculture TR,S&P GSCI Agriculture ER,S&P GSCI Agriculture,,,,,,
2/17/2012,694.57,67.39,435.67,,,,,,
2/21/2012,692,67.14,434.06,,,,,,
2/22/2012,695.74,67.51,436.4,,,,,,
2/23/2012,694.72,67.41,435.76,,,,,,
2/24/2012,697.92,67.72,437.77,,,,,,
2/27/2012,705.42,68.44,442.47,,,,,,
2/28/2012,713.56,69.23,447.57,,,,,,
2/29/2012,711.3,69.01,446.15,,,,,,
3/1/2012,708.49,68.74,444.39,,,,,,
3/2/2012,711.59,69.04,446.33,,,,,,
3/5/2012,713.16,69.19,447.31,,,,,,
3/6/2012,703.36,68.24,441.17,,,,,,
3/7/2012,690.84,67.03,433.31,,,,,,
3/8/2012,690.12,66.96,432.86,,,,,,
3/9/2012,693.03,67.24,434.68,,,,,,
3/12/2012,699.45,67.86,438.7,,,,,,
3/13/2012,702.23,68.13,440.45,,,,,,
3/14/2012,699.76,67.89,438.9,,,,,,
3/15/2012,714.5,69.32,448.15,,,,,,
3/16/2012,717.13,69.58,449.79,,,,,,
3/19/2012,710.82,68.96,445.83,,,,,,
3/20/2012,700.51,67.96,439.36,,,,,,
3/21/2012,697.34,67.66,437.37,,,,,,
3/22/2012,701.35,68.04,439.89,,,,,,
3/23/2012,705.08,68.41,442.23,,,,,,
3/26/2012,702.36,68.14,440.52,,,,,,
3/27/2012,694.97,67.43,435.88,,,,,,
3/28/2012,688.36,66.78,431.73,,,,,,
3/29/2012,676.92,65.67,424.56,,,,,,
3/30/2012,708.19,68.71,444.17,,,,,,
4/2/2012,712.11,69.09,446.62,,,,,,
4/3/2012,711.09,68.99,445.98,,,,,,
4/4/2012,704.17,68.32,441.64,,,,,,
4/5/2012,705.21,68.42,442.3,,,,,,
4/9/2012,701.82,68.09,439.77,,,,,,
4/10/2012,689.7,66.91,431.64,,,,,,
4/11/2012,691.88,67.12,432.33,,,,,,
4/12/2012,699.62,67.87,436.5,,,,,,
4/13/2012,689.5,66.89,429.66,,,,,,
4/16/2012,678.83,65.86,423.01,,,,,,
4/17/2012,678.99,65.87,423.11,,,,,,
4/18/2012,670.53,65.05,417.83,,,,,,
4/19/2012,680.3,66,423.92,,,,,,
4/20/2012,677.95,65.77,422.46,,,,,,
4/23/2012,683.37,66.3,425.83,,,,,,
4/24/2012,684.82,66.44,426.73,,,,,,
4/25/2012,681.1,66.07,424.41,,,,,,
4/26/2012,684.51,66.41,426.54,,,,,,
4/27/2012,694.79,67.4,432.94,,,,,,
4/30/2012,698.61,67.77,435.32,,,,,,
5/1/2012,694.92,67.41,433.02,,,,,,
5/2/2012,678.3,65.8,422.66,,,,,,
5/3/2012,677.29,65.7,422.03,,,,,,
5/4/2012,677.64,65.74,422.25,,,,,,
5/7/2012,677.75,65.75,422.32,,,,,,
5/8/2012,674.04,65.39,420,,,,,,
5/9/2012,663.93,64.41,413.7,,,,,,
5/10/2012,658.38,63.87,410.24,,,,,,
5/11/2012,647.51,62.81,403.47,,,,,,
5/14/2012,646.96,62.76,403.12,,,,,,
5/15/2012,657.71,63.8,409.82,,,,,,
5/16/2012,673.88,65.37,419.89,,,,,,
5/17/2012,682.18,66.18,425.06,,,,,,
5/18/2012,691.55,67.09,430.91,,,,,,
5/21/2012,692.18,67.15,431.29,,,,,,
5/22/2012,668.49,64.85,416.53,,,,,,
5/23/2012,659.27,63.95,410.78,,,,,,
5/24/2012,653.33,63.38,407.08,,,,,,
5/25/2012,658.24,63.85,410.14,,,,,,
5/29/2012,646.05,62.67,402.54,,,,,,
5/30/2012,641.57,62.23,399.75,,,,,,
5/31/2012,633.8,61.48,394.91,,,,,,
6/1/2012,621.17,60.25,387.03,,,,,,
6/4/2012,630.02,61.11,392.55,,,,,,
6/5/2012,626.3,60.75,390.23,,,,,,
6/6/2012,644.24,62.49,401.41,,,,,,
6/7/2012,657.04,63.73,406.84,,,,,,
6/8/2012,655.27,63.56,402.87,,,,,,
6/11/2012,654.39,63.48,399.14,,,,,,
6/12/2012,646.95,62.75,391.04,,,,,,
6/13/2012,641.76,62.25,383.85,,,,,,
6/14/2012,643.32,62.4,384.78,,,,,,
6/15/2012,638.25,61.91,381.75,,,,,,
6/18/2012,656.11,63.64,392.43,,,,,,
6/19/2012,683,66.25,408.51,,,,,,
6/20/2012,686.39,66.58,410.54,,,,,,
6/21/2012,673.88,65.37,403.06,,,,,,
6/22/2012,672.54,65.24,402.26,,,,,,
6/25/2012,707.24,68.6,423.01,,,,,,
6/26/2012,719.02,69.74,430.05,,,,,,
6/27/2012,726.05,70.42,434.25,,,,,,
6/28/2012,722.13,70.04,431.91,,,,,,
6/29/2012,732.74,71.07,438.26,,,,,,
7/2/2012,749.22,72.67,448.11,,,,,,
7/3/2012,771.59,74.84,461.48,,,,,,
7/5/2012,797.5,77.35,476.98,,,,,,
7/6/2012,782.29,75.88,467.88,,,,,,
7/9/2012,808.28,78.4,483.42,,,,,,
7/10/2012,800.35,77.63,478.68,,,,,,
7/11/2012,797.15,77.32,476.76,,,,,,
7/12/2012,809.1,78.48,483.91,,,,,,
7/13/2012,818.72,79.41,489.66,,,,,,
7/16/2012,844.69,81.93,505.18,,,,,,
7/17/2012,844.48,81.91,505.06,,,,,,
7/18/2012,858.58,83.28,513.49,,,,,,
7/19/2012,877.83,85.14,525,,,,,,
7/20/2012,891.25,86.44,533.03,,,,,,
7/23/2012,872.6,84.63,521.87,,,,,,
7/24/2012,845.68,82.02,505.77,,,,,,
7/25/2012,857.81,83.2,513.02,,,,,,
7/26/2012,840.6,81.53,502.73,,,,,,
7/27/2012,853.84,82.81,510.64,,,,,,
7/30/2012,871.31,84.51,521.09,,,,,,
7/31/2012,858.22,83.24,513.26,,,,,,
8/1/2012,852,82.63,509.54,,,,,,
8/2/2012,842.01,81.67,503.56,,,,,,
8/3/2012,858.16,83.23,513.22,,,,,,
8/6/2012,852.76,82.71,509.98,,,,,,
8/7/2012,845.49,82,506.4,,,,,,
8/8/2012,853.49,82.78,512.03,,,,,,
8/9/2012,862.32,83.63,518.17,,,,,,
8/10/2012,848.88,82.33,511.13,,,,,,
8/13/2012,829.08,80.41,500.33,,,,,,
8/14/2012,823.04,79.82,496.69,,,,,,
8/15/2012,833.92,80.88,503.26,,,,,,
8/16/2012,836.66,81.14,504.91,,,,,,
8/17/2012,842.96,81.75,508.71,,,,,,
8/20/2012,856.57,83.07,516.91,,,,,,
8/21/2012,870.04,84.38,525.04,,,,,,
8/22/2012,866.79,84.06,523.08,,,,,,
8/23/2012,851.2,82.55,513.67,,,,,,
8/24/2012,848.15,82.25,511.83,,,,,,
8/27/2012,844.37,81.89,509.54,,,,,,
8/28/2012,843.91,81.84,509.26,,,,,,
8/29/2012,859.94,83.4,518.94,,,,,,
8/30/2012,857.89,83.2,517.69,,,,,,
8/31/2012,851.43,82.57,513.8,,,,,,
9/4/2012,851.35,82.56,513.74,,,,,,
9/5/2012,836.93,81.16,505.04,,,,,,
9/6/2012,845.57,82,510.25,,,,,,
9/7/2012,851.55,82.58,513.86,,,,,,
9/10/2012,841.83,81.64,508.31,,,,,,
9/11/2012,837.37,81.21,505.97,,,,,,
9/12/2012,840.54,81.51,508.21,,,,,,
9/13/2012,845.6,82,511.62,,,,,,
9/14/2012,857.11,83.12,518.99,,,,,,
9/17/2012,824.85,79.99,499.46,,,,,,
9/18/2012,813.71,78.91,492.71,,,,,,
9/19/2012,824.91,80,499.49,,,,,,
9/20/2012,815.04,79.04,493.51,,,,,,
9/21/2012,821.18,79.63,497.22,,,,,,
9/24/2012,816.81,79.21,494.58,,,,,,
9/25/2012,817.46,79.27,494.97,,,,,,
9/26/2012,799.72,77.55,484.23,,,,,,
9/27/2012,794.16,77.01,480.86,,,,,,
9/28/2012,822.99,79.81,498.31,,,,,,
10/1/2012,818.13,79.33,495.36,,,,,,
10/2/2012,815.82,79.11,493.97,,,,,,
10/3/2012,815.02,79.03,493.48,,,,,,
10/4/2012,814.63,79,493.25,,,,,,
10/5/2012,806.55,78.21,488.34,,,,,,
10/8/2012,805.27,78.09,487.53,,,,,,
10/9/2012,805.94,78.15,487.93,,,,,,
10/10/2012,802.13,77.78,485.63,,,,,,
10/11/2012,816.82,79.21,494.52,,,,,,
10/12/2012,798.65,77.44,483.52,,,,,,
10/15/2012,787.81,76.39,476.95,,,,,,
10/16/2012,791.75,76.77,479.34,,,,,,
10/17/2012,799.31,77.51,483.91,,,,,,
10/18/2012,809.58,78.5,490.12,,,,,,
10/19/2012,812.05,78.74,491.62,,,,,,
10/22/2012,814.85,79.01,493.31,,,,,,
10/23/2012,807.12,78.26,488.63,,,,,,
10/24/2012,810.58,78.6,490.72,,,,,,
10/25/2012,802.64,77.83,485.92,,,,,,
10/26/2012,797.15,77.29,482.59,,,,,,
10/29/2012,793.16,76.91,480.17,,,,,,
10/30/2012,793.95,76.98,480.65,,,,,,
10/31/2012,800.17,77.59,484.41,,,,,,
11/1/2012,800.37,77.61,484.53,,,,,,
11/2/2012,793.27,76.92,480.23,,,,,,
11/5/2012,788.83,76.49,477.53,,,,,,
11/6/2012,795.65,77.15,481.66,,,,,,
11/7/2012,797.35,77.31,483.43,,,,,,
11/8/2012,796.39,77.22,483.62,,,,,,
11/9/2012,788.3,76.43,479.53,,,,,,
11/12/2012,771.75,74.83,470.28,,,,,,
11/13/2012,770.26,74.68,470.09,,,,,,
11/14/2012,772.61,74.91,471.52,,,,,,
11/15/2012,769.05,74.57,469.34,,,,,,
11/16/2012,767.16,74.38,468.19,,,,,,
11/19/2012,776.82,75.32,474.08,,,,,,
11/20/2012,780.06,75.63,476.05,,,,,,
11/21/2012,778.11,75.44,474.86,,,,,,
11/23/2012,778.03,75.44,474.81,,,,,,
11/26/2012,780.14,75.64,476.1,,,,,,
11/27/2012,793.86,76.97,484.47,,,,,,
11/28/2012,795.32,77.11,485.36,,,,,,
11/29/2012,794.04,76.99,484.58,,,,,,
11/30/2012,784.53,76.06,478.77,,,,,,
12/3/2012,787.43,76.34,480.54,,,,,,
12/4/2012,782.83,75.9,477.73,,,,,,
12/5/2012,788.63,76.46,481.27,,,,,,
12/6/2012,788.13,76.41,480.96,,,,,,
12/7/2012,781.29,75.75,476.78,,,,,,
12/10/2012,772.62,74.91,471.49,,,,,,
12/11/2012,766.59,74.32,467.81,,,,,,
12/12/2012,761.32,73.81,464.55,,,,,,
12/13/2012,757.85,73.47,462.39,,,,,,
12/14/2012,766.56,74.32,467.71,,,,,,
12/17/2012,764.82,74.15,466.64,,,,,,
12/18/2012,761.29,73.81,464.48,,,,,,
12/19/2012,750.83,72.79,458.1,,,,,,
12/20/2012,741.71,71.91,452.54,,,,,,
12/21/2012,746.92,72.41,455.71,,,,,,
12/24/2012,747.91,72.51,456.32,,,,,,
12/26/2012,738.15,71.56,450.37,,,,,,
12/27/2012,737.42,71.49,449.92,,,,,,
12/28/2012,738.98,71.64,450.87,,,,,,
12/31/2012,739.75,71.72,451.34,,,,,,
1/2/2013,731.79,70.95,446.48,,,,,,
1/3/2013,727.91,70.57,444.11,,,,,,
1/4/2013,719.77,69.78,439.14,,,,,,
1/7/2013,725.8,70.36,442.82,,,,,,
1/8/2013,724.83,70.27,442.23,,,,,,
1/9/2013,725.13,70.3,442.42,,,,,,
1/10/2013,727.43,70.52,443.83,,,,,,
1/11/2013,734.75,71.23,448.31,,,,,,
1/14/2013,746.52,72.37,455.51,,,,,,
1/15/2013,751.69,72.87,458.66,,,,,,
1/16/2013,754.81,73.17,460.56,,,,,,
1/17/2013,751.68,72.87,458.66,,,,,,
1/18/2013,755.51,73.24,460.99,,,,,,
1/22/2013,752.67,72.97,459.25,,,,,,
1/23/2013,749.78,72.69,457.49,,,,,,
1/24/2013,749.58,72.67,457.37,,,,,,
1/25/2013,749.46,72.65,457.29,,,,,,
1/28/2013,755.52,73.24,460.99,,,,,,
1/29/2013,755.15,73.21,460.76,,,,,,
1/30/2013,765.14,74.17,466.85,,,,,,
1/31/2013,762.71,73.94,465.37,,,,,,
2/1/2013,758.4,73.52,462.74,,,,,,
2/4/2013,756.35,73.32,461.49,,,,,,
2/5/2013,752.9,72.99,459.38,,,,,,
2/6/2013,749.13,72.62,457.08,,,,,,
2/7/2013,742.82,72.01,453.54,,,,,,
2/8/2013,739.66,71.7,451.8,,,,,,
2/11/2013,732.62,71.02,447.73,,,,,,
2/12/2013,725.18,70.3,443.44,,,,,,
2/13/2013,725.49,70.33,443.89,,,,,,
2/14/2013,722.27,70.02,441.92,,,,,,
2/15/2013,726.18,70.4,444.31,,,,,,
2/19/2013,726.77,70.45,444.67,,,,,,
2/20/2013,732.51,71.01,448.18,,,,,,
2/21/2013,721.89,69.98,441.67,,,,,,
2/22/2013,718.83,69.68,439.8,,,,,,
2/25/2013,713.44,69.16,436.5,,,,,,
2/26/2013,717.54,69.56,439.01,,,,,,
2/27/2013,720.34,69.83,440.72,,,,,,
2/28/2013,727.05,70.48,444.82,,,,,,
3/1/2013,727.43,70.51,445.06,,,,,,
3/4/2013,724.25,70.2,443.1,,,,,,
3/5/2013,727.5,70.52,445.09,,,,,,
3/6/2013,714.7,69.28,437.26,,,,,,
3/7/2013,721.62,69.95,441.49,,,,,,
3/8/2013,726.52,70.42,444.48,,,,,,
3/11/2013,730.88,70.85,447.15,,,,,,
3/12/2013,731.87,70.94,447.75,,,,,,
3/13/2013,730.33,70.79,446.81,,,,,,
3/14/2013,736.58,71.4,450.64,,,,,,
3/15/2013,736.11,71.35,450.34,,,,,,
3/18/2013,728.96,70.66,445.97,,,,,,
3/19/2013,734.07,71.15,449.1,,,,,,
3/20/2013,739.7,71.7,452.53,,,,,,
3/21/2013,739.72,71.7,452.55,,,,,,
3/22/2013,736.59,71.4,450.63,,,,,,
3/25/2013,736.65,71.4,450.66,,,,,,
3/26/2013,738.55,71.59,451.83,,,,,,
3/27/2013,742.61,71.98,454.31,,,,,,
3/28/2013,710.82,68.9,434.86,,,,,,
4/1/2013,685.12,66.41,419.14,,,,,,
4/2/2013,686.62,66.55,420.05,,,,,,
4/3/2013,692.66,67.14,423.74,,,,,,
4/4/2013,686.9,66.58,420.22,,,,,,
4/5/2013,686.01,66.49,419.39,,,,,,
4/8/2013,691.43,67.02,422.27,,,,,,
4/9/2013,695.17,67.38,423.97,,,,,,
4/10/2013,694.51,67.32,423.01,,,,,,
4/11/2013,695.11,67.37,422.63,,,,,,
4/12/2013,703.43,68.18,427.69,,,,,,
4/15/2013,689.04,66.78,418.94,,,,,,
4/16/2013,698.8,67.73,424.87,,,,,,
4/17/2013,699.64,67.81,425.38,,,,,,
4/18/2013,695.95,67.45,423.14,,,,,,
4/19/2013,699.03,67.75,425.01,,,,,,
4/22/2013,691.5,67.02,420.43,,,,,,
4/23/2013,684.02,66.3,415.88,,,,,,
4/24/2013,681.25,66.03,414.2,,,,,,
4/25/2013,689.67,66.84,419.32,,,,,,
4/26/2013,685.93,66.48,417.04,,,,,,
4/29/2013,709.63,68.78,431.45,,,,,,
4/30/2013,711.26,68.94,432.44,,,,,,
5/1/2013,702.11,68.05,426.88,,,,,,
5/2/2013,712.43,69.05,433.15,,,,,,
5/3/2013,711.79,68.99,432.76,,,,,,
5/6/2013,698.32,67.68,424.57,,,,,,
5/7/2013,701.55,67.99,426.53,,,,,,
5/8/2013,699.27,67.77,425.15,,,,,,
5/9/2013,711.83,68.99,432.78,,,,,,
5/10/2013,699.46,67.79,425.26,,,,,,
5/13/2013,708.98,68.71,431.05,,,,,,
5/14/2013,707.18,68.54,429.95,,,,,,
5/15/2013,700.63,67.91,425.97,,,,,,
5/16/2013,696.01,67.46,423.16,,,,,,
5/17/2013,700.45,67.89,425.86,,,,,,
5/20/2013,700.58,67.9,425.94,,,,,,
5/21/2013,695.99,67.45,423.15,,,,,,
5/22/2013,703.8,68.21,427.9,,,,,,
5/23/2013,708.91,68.71,431,,,,,,
5/24/2013,702.85,68.12,427.31,,,,,,
5/28/2013,707.3,68.55,430.02,,,,,,
5/29/2013,707.92,68.61,430.4,,,,,,
5/30/2013,701.92,68.03,426.75,,,,,,
5/31/2013,706.95,68.52,429.81,,,,,,
6/3/2013,709.6,68.77,431.42,,,,,,
6/4/2013,711.94,69,432.83,,,,,,
6/5/2013,709.77,68.79,431.52,,,,,,
6/6/2013,710.99,68.91,432.26,,,,,,
6/7/2013,710.93,68.9,427.36,,,,,,
6/10/2013,703.23,68.15,417.96,,,,,,
6/11/2013,709.48,68.76,416.36,,,,,,
6/12/2013,702.03,68.04,406.57,,,,,,
6/13/2013,699.82,67.82,400.1,,,,,,
6/14/2013,700.35,67.88,400.41,,,,,,
6/17/2013,701.51,67.99,401.07,,,,,,
6/18/2013,705.81,68.4,403.53,,,,,,
6/19/2013,721.83,69.96,412.69,,,,,,
6/20/2013,708.37,68.65,404.98,,,,,,
6/21/2013,705.02,68.33,403.07,,,,,,
6/24/2013,695.46,67.4,397.6,,,,,,
6/25/2013,696.21,67.47,398.03,,,,,,
6/26/2013,691.53,67.02,395.36,,,,,,
6/27/2013,689.29,66.8,394.08,,,,,,
6/28/2013,672.97,65.22,384.74,,,,,,
7/1/2013,665.91,64.54,380.71,,,,,,
7/2/2013,666.66,64.61,381.13,,,,,,
7/3/2013,668.81,64.82,382.36,,,,,,
7/5/2013,661.33,64.09,378.09,,,,,,
7/8/2013,668.12,64.75,381.96,,,,,,
7/9/2013,681.68,66.06,389.72,,,,,,
7/10/2013,683.83,66.27,390.95,,,,,,
7/11/2013,686.68,66.55,392.57,,,,,,
7/12/2013,676.49,65.56,386.75,,,,,,
7/15/2013,671.82,65.11,384.08,,,,,,
7/16/2013,677.25,65.63,387.18,,,,,,
7/17/2013,673.75,65.29,385.18,,,,,,
7/18/2013,673.14,65.24,384.83,,,,,,
7/19/2013,676.5,65.56,386.75,,,,,,
7/22/2013,676.39,65.55,386.69,,,,,,
7/23/2013,664.98,64.44,380.16,,,,,,
7/24/2013,657.4,63.71,375.83,,,,,,
7/25/2013,650.37,63.03,371.81,,,,,,
7/26/2013,648.72,62.87,370.86,,,,,,
7/29/2013,648.21,62.82,370.58,,,,,,
7/30/2013,650.17,63.01,371.7,,,,,,
7/31/2013,654.3,63.41,374.06,,,,,,
8/1/2013,646.2,62.62,369.42,,,,,,
8/2/2013,641.55,62.17,366.77,,,,,,
8/5/2013,634.94,61.53,362.98,,,,,,
8/6/2013,635.96,61.63,363.57,,,,,,
8/7/2013,636.17,61.65,363.74,,,,,,
8/8/2013,640.28,62.05,365.95,,,,,,
8/9/2013,636.13,61.65,363.54,,,,,,
8/12/2013,645.86,62.59,369.26,,,,,,
8/13/2013,638.55,61.88,365.21,,,,,,
8/14/2013,643.51,62.36,368.04,,,,,,
8/15/2013,653.84,63.36,373.95,,,,,,
8/16/2013,648.17,62.81,370.7,,,,,,
8/19/2013,661.1,64.07,378.1,,,,,,
8/20/2013,650.43,63.03,372,,,,,,
8/21/2013,651.25,63.11,372.47,,,,,,
8/22/2013,640.07,62.03,366.07,,,,,,
8/23/2013,648.35,62.83,370.8,,,,,,
8/26/2013,672.62,65.18,384.68,,,,,,
8/27/2013,663.25,64.27,379.33,,,,,,
8/28/2013,660.66,64.02,377.84,,,,,,
8/29/2013,658.06,63.77,376.36,,,,,,
8/30/2013,656.65,63.63,375.55,,,,,,
9/3/2013,655.38,63.51,374.82,,,,,,
9/4/2013,649.58,62.95,371.5,,,,,,
9/5/2013,646.7,62.67,369.86,,,,,,
9/6/2013,653.4,63.32,373.69,,,,,,
9/9/2013,649.75,62.97,371.83,,,,,,
9/10/2013,654.24,63.4,374.61,,,,,,
9/11/2013,657,63.67,376.41,,,,,,
9/12/2013,660.49,64.01,378.67,,,,,,
9/13/2013,652.73,63.25,374.5,,,,,,
9/16/2013,647.49,62.75,371.49,,,,,,
9/17/2013,645.17,62.52,370.16,,,,,,
9/18/2013,648.5,62.84,372.07,,,,,,
9/19/2013,652.6,63.24,374.42,,,,,,
9/20/2013,643.64,62.37,369.28,,,,,,
9/23/2013,646.13,62.61,370.71,,,,,,
9/24/2013,647.32,62.73,371.39,,,,,,
9/25/2013,654.92,63.47,375.75,,,,,,
9/26/2013,657.72,63.74,377.36,,,,,,
9/27/2013,657.03,63.67,376.96,,,,,,
9/30/2013,650.14,63,373.01,,,,,,
10/1/2013,649.1,62.9,372.41,,,,,,
10/2/2013,652.25,63.21,374.22,,,,,,
10/3/2013,654.95,63.47,375.77,,,,,,
10/4/2013,655.89,63.56,376.31,,,,,,
10/7/2013,659.28,63.89,378.26,,,,,,
10/8/2013,655.76,63.55,376.23,,,,,,
10/9/2013,654.95,63.47,375.72,,,,,,
10/10/2013,652.24,63.21,374.14,,,,,,
10/11/2013,651.87,63.17,373.92,,,,,,
10/14/2013,654.45,63.42,375.4,,,,,,
10/15/2013,653.15,63.29,374.65,,,,,,
10/16/2013,652.92,63.27,374.52,,,,,,
10/17/2013,655.97,63.57,376.27,,,,,,
10/18/2013,662.44,64.19,379.97,,,,,,
10/21/2013,661.91,64.14,379.67,,,,,,
10/22/2013,659.72,63.93,378.41,,,,,,
10/23/2013,660.11,63.97,378.64,,,,,,
10/24/2013,655.22,63.49,375.83,,,,,,
10/25/2013,652.55,63.23,374.3,,,,,,
10/28/2013,642.73,62.28,368.66,,,,,,
10/29/2013,641.22,62.14,367.8,,,,,,
10/30/2013,638.61,61.88,366.3,,,,,,
10/31/2013,634.11,61.45,363.72,,,,,,
11/1/2013,631.26,61.17,362.08,,,,,,
11/4/2013,629.51,61,361.08,,,,,,
11/5/2013,626.61,60.72,359.41,,,,,,
11/6/2013,624.39,60.5,358.14,,,,,,
11/7/2013,624.81,60.54,359.38,,,,,,
11/8/2013,629.21,60.97,362.96,,,,,,
11/11/2013,630.58,61.1,364.72,,,,,,
11/12/2013,630.98,61.14,365.84,,,,,,
11/13/2013,629.2,60.97,365.64,,,,,,
11/14/2013,626.39,60.7,364.01,,,,,,
11/15/2013,621.7,60.24,361.28,,,,,,
11/18/2013,619.13,59.99,359.79,,,,,,
11/19/2013,621.13,60.19,360.95,,,,,,
11/20/2013,620.04,60.08,360.32,,,,,,
11/21/2013,622.93,60.36,362,,,,,,
11/22/2013,624.45,60.51,362.88,,,,,,
11/25/2013,627.36,60.79,364.57,,,,,,
11/26/2013,624.32,60.49,362.8,,,,,,
11/27/2013,625.27,60.59,363.35,,,,,,
11/29/2013,628.48,60.9,365.21,,,,,,
12/2/2013,623.94,60.46,362.57,,,,,,
12/3/2013,627.4,60.79,364.58,,,,,,
12/4/2013,627.56,60.81,364.68,,,,,,
12/5/2013,622.98,60.36,362.01,,,,,,
12/6/2013,623.67,60.43,362.25,,,,,,
12/9/2013,626.16,60.67,363.5,,,,,,
12/10/2013,623.1,60.37,361.53,,,,,,
12/11/2013,625.84,60.64,362.95,,,,,,
12/12/2013,620.36,60.11,359.64,,,,,,
12/13/2013,616.72,59.76,357.52,,,,,,
12/16/2013,615.25,59.61,356.67,,,,,,
12/17/2013,614.87,59.58,356.45,,,,,,
12/18/2013,610.35,59.14,353.83,,,,,,
12/19/2013,613.24,59.42,355.5,,,,,,
12/20/2013,617.83,59.86,358.17,,,,,,
12/23/2013,614.35,59.53,356.15,,,,,,
12/24/2013,614.21,59.51,356.06,,,,,,
12/26/2013,609.49,59.05,353.32,,,,,,
12/27/2013,613,59.39,355.36,,,,,,
12/30/2013,608.11,58.92,352.52,,,,,,
12/31/2013,606.58,58.77,351.63,,,,,,
1/2/2014,600.41,58.17,348.06,,,,,,
1/3/2014,604,58.52,350.13,,,,,,
1/6/2014,607.39,58.85,352.1,,,,,,
1/7/2014,605.8,58.7,351.18,,,,,,
1/8/2014,596.9,57.83,346.03,,,,,,
1/9/2014,592.91,57.45,343.72,,,,,,
1/10/2014,597.4,57.88,346.35,,,,,,
1/13/2014,600.96,58.23,348.44,,,,,,
1/14/2014,602.69,58.39,349.47,,,,,,
1/15/2014,597.68,57.91,346.57,,,,,,
1/16/2014,601.81,58.31,348.96,,,,,,
1/17/2014,597.04,57.85,346.19,,,,,,
1/21/2014,593.98,57.55,344.42,,,,,,
1/22/2014,593.15,57.47,343.94,,,,,,
1/23/2014,596.52,57.79,345.89,,,,,,
1/24/2014,596.19,57.76,345.7,,,,,,
1/27/2014,593.95,57.55,344.4,,,,,,
1/28/2014,595.55,57.7,345.33,,,,,,
1/29/2014,588.54,57.02,341.26,,,,,,
1/30/2014,593.73,57.52,344.27,,,,,,
1/31/2014,598.62,58,347.11,,,,,,
2/3/2014,604.99,58.61,350.8,,,,,,
2/4/2014,616.44,59.72,357.44,,,,,,
2/5/2014,619.89,60.06,359.44,,,,,,
2/6/2014,617.06,59.78,357.8,,,,,,
2/7/2014,617.79,59.85,358.51,,,,,,
2/10/2014,618.61,59.93,359.25,,,,,,
2/11/2014,620.56,60.12,360.6,,,,,,
2/12/2014,620.47,60.11,360.84,,,,,,
2/13/2014,624.02,60.46,363.23,,,,,,
2/14/2014,625.8,60.63,364.26,,,,,,
2/18/2014,637.68,61.78,371.18,,,,,,
2/19/2014,644.44,62.44,375.11,,,,,,
2/20/2014,644.59,62.45,375.2,,,,,,
2/21/2014,644.26,62.42,375.01,,,,,,
2/24/2014,652.77,63.24,379.95,,,,,,
2/25/2014,654.41,63.4,380.91,,,,,,
2/26/2014,651.62,63.13,379.28,,,,,,
2/27/2014,647.09,62.69,376.65,,,,,,
2/28/2014,654.27,63.39,380.83,,,,,,
3/3/2014,668.08,64.72,388.87,,,,,,
3/4/2014,676.49,65.54,393.76,,,,,,
3/5/2014,680.37,65.91,396.02,,,,,,
3/6/2014,687.09,66.57,399.93,,,,,,
3/7/2014,689.43,66.79,401.29,,,,,,
3/10/2014,680.55,65.93,396.12,,,,,,
3/11/2014,686.66,66.52,399.67,,,,,,
3/12/2014,691.1,66.95,402.26,,,,,,
3/13/2014,688.63,66.71,400.82,,,,,,
3/14/2014,688.43,66.7,400.7,,,,,,
3/17/2014,680.77,65.95,396.24,,,,,,
3/18/2014,691.95,67.04,402.75,,,,,,
3/19/2014,699.61,67.78,407.21,,,,,,
3/20/2014,689.52,66.8,401.33,,,,,,
3/21/2014,683.45,66.21,397.8,,,,,,
3/24/2014,694.45,67.28,404.2,,,,,,
3/25/2014,694.37,67.27,404.15,,,,,,
3/26/2014,691.46,66.99,402.46,,,,,,
3/27/2014,700.2,67.83,407.55,,,,,,
3/28/2014,698,67.62,406.26,,,,,,
3/31/2014,703.12,68.12,409.24,,,,,,
4/1/2014,700.06,67.82,407.46,,,,,,
4/2/2014,687.39,66.59,400.09,,,,,,
4/3/2014,692.91,67.13,403.3,,,,,,
4/4/2014,695.43,67.37,404.76,,,,,,
4/7/2014,694.28,67.26,404.76,,,,,,
4/8/2014,702.48,68.05,410.2,,,,,,
4/9/2014,698.53,67.67,408.61,,,,,,
4/10/2014,695.34,67.36,407.48,,,,,,
4/11/2014,690.22,66.87,405.27,,,,,,
4/14/2014,700.12,67.82,411.08,,,,,,
4/15/2014,706.33,68.43,414.73,,,,,,
4/16/2014,702.73,68.08,412.62,,,,,,
4/17/2014,703.84,68.18,413.26,,,,,,
4/21/2014,693.15,67.15,406.99,,,,,,
4/22/2014,699.57,67.77,410.76,,,,,,
4/23/2014,703.77,68.18,413.22,,,,,,
4/24/2014,706.72,68.46,414.96,,,,,,
4/25/2014,713.15,69.09,418.73,,,,,,
4/28/2014,711.47,68.92,417.74,,,,,,
4/29/2014,721.92,69.94,423.88,,,,,,
4/30/2014,721.83,69.93,423.82,,,,,,
5/1/2014,708.44,68.63,415.96,,,,,,
5/2/2014,707.99,68.59,415.7,,,,,,
5/5/2014,714.55,69.22,419.55,,,,,,
5/6/2014,718.34,69.59,421.78,,,,,,
5/7/2014,714.29,69.2,419.4,,,,,,
